state(1=HI,0=LO),samples,start_sample
0 7 498579
1 3 498586
0 4 498589
1 3 498593
0 4 498596
1 14 498600
0 7 498614
1 3 498621
0 7 498624
1 4 498631
0 3 498635
1 4 498638
0 13 498642
1 4 498655
0 10 498659
1 7 498669
0 7 498676
1 4 498683
0 3 498687
1 4 498690
0 3 498694
1 14 498697
0 4 498711
1 7 498715
0 3 498722
1 4 498725
0 3 498729
1 4 498732
0 14 498736
1 7 498750
0 3 498757
1 4 498760
0 10 498764
1 4 498774
0 7 498778
1 6 498785
0 4 498791
1 3 498795
0 4 498798
1 3 498802
0 7 498805
1 4 498812
0 3 498816
1 7 498819
0 4 498826
1 3 498830
0 7 498833
1 11 498840
0 3 498851
1 7 498854
0 4 498861
1 3 498865
0 4 498868
1 10 498872
0 7 498882
1 7 498889
0 4 498896
1 3 498900
0 21 498903
1 4 498924
0 7 498928
1 3 498935
0 7 498938
1 10 498945
0 7 498955
1 4 498962
0 3 498966
1 4 498969
0 3 498973
1 7 498976
0 7 498983
1 4 498990
0 3 498994
1 4 498997
0 3 499001
1 4 499004
0 10 499008
1 7 499018
0 7 499025
1 4 499032
0 3 499036
1 4 499039
0 21 499043
1 3 499064
0 7 499067
1 4 499074
0 3 499078
1 3 499081
0 4 499084
1 7 499088
0 3 499095
1 7 499098
0 4 499105
1 3 499109
0 4 499112
1 14 499116
0 3 499130
1 7 499133
0 4 499140
1 3 499144
0 11 499147
1 3 499158
0 7 499161
1 7 499168
0 4 499175
1 3 499179
0 4 499182
1 3 499186
0 4 499189
1 3 499193
0 7 499196
1 7 499203
0 4 499210
1 3 499214
0 10 499217
1 7 499227
0 4 499234
1 7 499238
0 3 499245
1 4 499248
0 7 499252
1 10 499259
0 4 499269
1 3 499273
0 7 499276
1 4 499283
0 7 499287
1 10 499294
0 4 499304
1 3 499308
0 7 499311
1 4 499318
0 7 499322
1 10 499329
0 4 499339
1 3 499343
0 7 499346
1 4 499353
0 20 499357
1 4 499377
0 7 499381
1 146 499388
0 4 499534
1 14 499538
0 7 499552
1 3 499559
0 4 499562
1 3 499566
0 4 499569
1 7 499573
0 3 499580
1 4 499583
0 7 499587
1 3 499594
0 4 499597
1 3 499601
0 7 499604
1 4 499611
0 3 499615
1 4 499618
0 14 499622
1 3 499636
0 11 499639
1 7 499650
0 7 499657
1 3 499664
0 3 499667
1 4 499670
0 3 499674
1 14 499677
0 4 499691
1 7 499695
0 3 499702
1 4 499705
0 3 499709
1 4 499712
0 14 499716
1 7 499730
0 3 499737
1 4 499740
0 10 499744
1 4 499754
0 7 499758
1 7 499765
0 3 499772
1 4 499775
0 3 499779
1 4 499782
0 7 499786
1 3 499793
0 4 499796
1 7 499800
0 3 499807
1 3 499810
0 7 499813
1 11 499820
0 3 499831
1 7 499834
0 4 499841
1 3 499845
0 4 499848
1 10 499852
0 7 499862
1 7 499869
0 4 499876
1 3 499880
0 21 499883
1 4 499904
0 7 499908
1 3 499915
0 4 499918
1 3 499922
0 4 499925
1 3 499929
0 4 499932
1 3 499936
0 4 499939
1 3 499943
0 4 499946
1 3 499950
0 7 499953
1 10 499960
0 7 499970
1 4 499977
0 3 499981
1 4 499984
0 3 499988
1 7 499991
0 7 499998
1 4 500005
0 3 500009
1 4 500012
0 3 500016
1 4 500019
0 3 500023
1 11 500026
0 3 500037
1 4 500040
0 3 500044
1 4 500047
0 3 500051
1 4 500054
0 21 500058
1 3 500079
0 7 500082
1 4 500089
0 3 500093
1 4 500096
0 3 500100
1 7 500103
0 3 500110
1 7 500113
0 4 500120
1 3 500124
0 4 500127
1 14 500131
0 3 500145
1 7 500148
0 4 500155
1 3 500159
0 11 500162
1 3 500173
0 7 500176
1 7 500183
0 4 500190
1 3 500194
0 4 500197
1 3 500201
0 4 500204
1 3 500208
0 7 500211
1 7 500218
0 4 500225
1 3 500229
0 11 500232
1 6 500243
0 4 500249
1 7 500253
0 3 500260
1 4 500263
0 7 500267
1 10 500274
0 4 500284
1 3 500288
0 7 500291
